RYR2
SELENOK
PSEN2
RTN3
SNCA
EIF2AK1
CREB3L3
PLN
DLEU2
TAPBP
ERLIN1
NOS3
HLA-B
HMGB1
SEC24A
NHLRC1
TARDBP
SESN2
SCARNA5
NFKB1
ESYT1
RRBP1
ERGIC2
NOX4
ATL3
APOE
FAF2
TOR1A
RPS27A
RAB1A
CCL2
ORAI1
CACNA1S
XDH
PPIB
TRAM1
SERPINH1
HSD17B10
PON1
CISD2
GSK3B
SEC24B
FKBP14
MAPK3
UBE2J2
EGFR
ASPH
NQO1
HERPUD2
CANT1
NOS2
CRHR1
TLR4
RAB1B
MAPK9
STUB1
STIM2
BACE1
GET4
BAK1
TAP1
SEC63
INSIG2
TXNIP
ATM
SEC62
PRKAA1
SRP54
POMC
RTN1
ARL6IP1
GPR37
ESYT2
ATL1
TEX264
FOXO1
UBL4A
TRAF2
DDOST
GBA1
FKBP5
PINK1
NOTCH3
SAR1B
CREB1
CAV1
BNIP1
CCDC47
SEC61G
TTN
EIF4G1
MEG3
DDX3X
MYOC
CRYAB
LOC110806262
SGK1
TNFRSF10B
HTRA2
FOXO3
PRDX4
UGGT1
MAPKAPK2
MALAT1
SLN
NR3C2
SLC35B1
SEC22B
RNF186
RSAD2
SOAT1
COPB1
UBQLN1
DNM1L
FOXRED2
EGF
EIF2AK4
G6PD
CDKN1A
BRSK2
JPH2
SEC24C
SEC24D
PDCD6
CAV3
HIF1A
P4HTM
GBF1
FICD
RNF183
ADIPOQ
SNORD15A
CNIH4
TMEM259
PRKAA2
NOD2
PCSK9
ATL2
G6PC1
CACNA1C
SLC37A4
TFG
CYB5A
RPN2
HSPD1
COMT
PREB
TMED10
GET1
TMX3
SGTA
GAPDH
EDEM2
RNF185
STX18
RETREG3
MDM2
NOTCH1
CYP2E1
COPA
GPX7
CLN3
BCL2L11
REEP5
CBS
ALG1
TAP2
HSPA1B
BECN1
FKRP
OSBPL8
RCN2
SAR1A
CASP7
TECRL
EDEM3
SRC
USO1
SHH
PRKCD
MOSPD2
CRP
DHCR24
SRPRA
BBC3
LDLR
CSNK2A1
MAP2K6
TG
CYBA
RMRP
CALM3
QRICH1
GSTP1
SDF2L1
AQP11
ZDHHC6
GPX1
PRDX2
TMED7
RAB6A
SCD
TMEM117
PRDX1
MOGS
CYBB
PTGIS
HLA-A
TMED9
TIA1
PKD2
MICB
NPC1
HTT
PDZD8
PPARG
HSPA13
UGT1A1
ESR1
YIF1A
UBE2G2
TMEM208
CYP1A1
CREBRF
MAP1LC3B
TMCC1
TMEM214
LMAN2L
IER3IP1
EIF2B5
PPP1CA
EMC10
HRC
MYC
TRC-GCA24-1
CLCC1
AUP1
SRP68
MFN2
MAP2K7
FAM20C
PIK3CG
RAB10
TOR1B
AIFM1
PIEZO1
NPY
INPP5K
SEC23IP
DNAJB14
UMOD
RNF139
DNAJB12
UBAC2
HM13
CCDC88B
SCAMP5
THBS1
UGT1A6
CALM2
TMTC3
IL1A
AGER
ATR
VIM
RNFT1
PRDX6
EMD
STAT3
EMC1
SLC8A1
ACE
MAPK13
MIR211
SEC23B
IFNG
MIR320A
TOR1AIP2
AHCYL1
CD4
MAP1LC3A
GJA1
KTN1
CAMLG
TRIM13
PTEN
TRIB3
RHOA
CASP12
HLA-DRB1
OXT
JKAMP
GPX8
ITPR3
AGR2
CAST
MAP2K1
CDKN3
TTR
SP1
MTTP
P3H1
HSP90AB1
GAS5
LINC02605
POGLUT2
CASP2
ALG2
SPAST
STARD3
PACS2
APEX1
ALDH3A2
KNG1
IL10
HFE
PRDX3
TRIM21
USE1
DSP
RNY5
HCRT
GSTM1
MAP2K4
CAMK2G
TRP-AGG2-5
MAOA
EEF1A1
CLN8
EP300
OSBP
VCAM1
EDN1
CDK1
PPP1R15B
CLN6
CDKN2A
RYR3
ANXA5
DHCR7
CUL3
DMPK
MZB1
GABARAPL2
FMR1
IGF1
UGGT2
MICA
PIK3R1
STAU1
CSNK2B
PPARGC1A
VHL
BRCA1
RINT1
FN1
ORMDL3
ICMT
STT3A
BET1
SLC2A1
TF
PON2
EMC7
HSD11B1
CAPN3
RAC1
PCSK1
KCNE1
KCNJ11
TMX2
GRIA1
SMPD4
REEP4
EMC2
GANAB
YIF1B
JPH4
PRDX5
UBA52
NUPR1
TRPV4
TYR
GRAMD1A
TRE-TTC3-1
FAS
TRV-AAC1-4
GPER1
VMP1
GOLGA2
INSR
ARL6IP5
GRAMD1B
SHC1
EPO
KCNJ5
OXTR
EIF4E
ZW10
NPLOC4
P3H4
STRIT1
RNF5
UBXN8
LEP
F2
PCSK6
ATXN2
PITPNB
CYB5R3
MAP2K3
PABPC1
NCK1
UFD1
CERT1
PTPN2
PRL
MIR34C
DPM1
TRPM2
LPCAT3
HDAC6
CCND1
DSPP
OMA1
NDRG1
CP
PLEKHF2
XK
HLA-C
KRAS
RETREG2
TUG1
LBR
BOK
PIGN
PRKCA
MCL1
SMPD1
PKM
ITPR2
RAB18
NOS1
SLC39A14
KPNB1
ADRB2
DST
JAK2
PTGS1
BRAF
PIGK
IGF2BP1
SFTPC
RCN1
PROC
DRD2
UCP2
EMC3
RAB2A
DPAGT1
SRPRB
POR
C9orf72
PKD1
ATF2
MGST1
UBXN4
MIR34A
UBB
RPL11
MIR133B
TMED1
EMC4
NBAS
AGR3
PSMD2
YBX1
SRP14
JPH1
SHISA5
RPL5
SSR1
GADD45A
YKT6
SAMD8
SACM1L
TGM2
EBP
RHBDD1
MT-TP
C2CD2L
ZFYVE1
CDH1
TMEM41B
YWHAE
GDF15
KDR
MTDH
CAMK2B
UFM1
RFT1
DPM3
FKBP10
MAP3K7
CTSB
UBA5
KHSRP
SEC11A
ELAVL1
BAG3
SCFD1
TXNRD1
HMOX2
NGLY1
ASNS
EMC6
MMGT1
CD36
FUS
ZC3H12A
CDK5
MSRB3
PPP1CC
HACD3
LINC01554
CAPRIN1
CTNNB1
GABARAP
F8
SI
SET
ATG14
OSBPL5
TEX2
SCP2
GABARAPL1
RELA
RPL10
PLP1
F9
BTRC
POMT2
CGRRF1
NOD1
HACD2
SFTA3
NR1H2
KDSR
FURIN
TMCO1
HAX1
PPP1CB
MAPKAP1
FAM120A
APOA1
GRIN2B
OSBPL3
SELENOF
TMEM258
PPM1L
PARP16
LRRC59
SGPP1
SLC39A7
PCNA
PML
TERT
PLOD3
SOD3
CDK5RAP3
REEP1
CALHM1
MX1
F10
PLOD1
PWAR4
BCL2L10
ANK1
TRAPPC2
PPP1R12A
SOAT2
GRIN2A
MYDGF
SSR2
HTR1A
MIR21
DELE1
HSPA6
UBQLN2
NOTCH2
UGT1A10
COPE
SUMF2
NPM1
AGTR1
CTSD
COMP
TRAPPC5
ANKS4B
ZFYVE27
SCARA3
TLR9
CNR1
VKORC1
UNC93B1
VDAC1
DGAT1
GORASP2
CYP1A2
TRAPPC12
COL2A1
CKB
PRKACA
ACTB
PPARA
PIK3CA
TRPA1
BCHE
ZFAND1
SLC30A5
ALG14
TFRC
BRCA2
NDUFS4
RPA1
WLS
E2F1
G6PC3
PMM2
MMP9
ZMPSTE24
SRP72
NGF
MIR193BHG
ABCC8
TNFRSF1A
HSD17B12
FITM2
ATXN3
JPH3
AKAP9
SPPL2C
DUSP19
GBA2
SPCS2
STT3B
DYSF
TNFSF10
CAPN2
MCFD2
TLR2
UBE2D3
SEC31B
PWAR1
RAF1
GRINA
CALU
SIRT3
CYP1B1
MPPE1
KCNMA1
VAMP2
ICAM1
LNPEP
YWHAZ
EEF2
SNTA1
EPM2A-DT
LOC129997381
TECR
ERMARD
CHEK1
CDC42
GOSR2
BID
GOSR1
AKR1B1
MAN1A1
RAB4B-EGLN2
ATP1A1
TMEM43
ARSA
DAXX
CFLAR
SSR4
UFC1
VTRNA1-1
CHKB-CPT1B
ADAM10
ATP7A
NOL3
COL1A1
DNAJB1
ZFAND2B
IL24
HP
RET
NSF
USP10
STARD3NL
SGF29
SPTLC1
TRAF6
DNAJA1
PLOD2
UGT1A7
LONP1
SVIP
UGT1A9
TRAP1
UGT1A4
PSMA7
MR1
PDIA5
STK25
ABCD1
KPNA2
ROCK1
OPRM1
USP19
SIRT6
RNF13
GABRG2
PRKDC
ECPAS
UBE2D2
BFAR
TREX1
TMEM106C
FANCD2
SERPINE1
VRK2
MMP2
SCAPER
HSPA1L
UGT1A8
MIR125A
UCHL1
BAD
RPS3
VANGL1
CYP2C19
DNAJB2
PITPNM1
ATP13A2
GLA
AQP8
NACA
MAP3K20
F7
ATP2C1
AR
HADHA
GCN1
TUSC3
ATP1A3
POMT1
UBXN2A
KRT5
MUC5AC
TIAL1
KCNE2
MAOB
RPTOR
TRAPPC4
ILVBL
EGR1
XIST
PTPN11
TM7SF2
EIF5A
BMP2
YTHDF1
SERPINI1
EIF2A
RPLP0
JAGN1
GHRL
ATXN2L
HSPG2
CYP3A4
CIRBP
TUBA1B
UBE2D1
SRP9
GJB2
HUWE1
XIAP
COL4A1
LCN2
CREBBP
RIC3
ABCA1
GORASP1
PIK3C3
SSR3
RPS6
RACK1
ABCD4
SRXN1
MLEC
CYB5R4
PRKD1
HTR2A
BSG
CLCN1
CES1
CPQ
LACC1
VAMP7
IL2
SDHB
CD74
ATG2A
GRP
ITGB1
PIGBOS1
SGPP2
PXN
DOLK
TRPV1
ETFA
TRAPPC11
ENTPD5
FBXO6
APAF1
SORT1
BCAP29
CASP1
SRI
RAD51
SNHG1
PPP1R3A
FLT3
OPA1
TRAPPC3
TBXAS1
DAPK1
CRELD2
HNRNPA1
DPM2
FGFR3
CDIPT
PTGES3
EIF2B1
GRIN1
RPL6
CLGN
S100A1
LPIN1
NOTCH4
TRPM4
TRIP11
RTN2
MAPK8IP1
ACTG1
RBX1
LRPAP1
PRKRA
ELOVL2
DNAJC16
GCLC
AQP2
MGAT2
MSRB1
TTF2
MIAT
B2M
GOLGB1
CDNF
LRP6
ANXA2
CEMIP
RHO
ZDHHC4
DSG2
PPP1R10
POFUT1
ABCC1
BIRC2
YY1
ADAMTS13
ANP32A
ACP1
COLGALT1
ELOVL1
GLUD1
ADAMTSL1
ATG9A
ELOVL7
EZH2
VCPIP1
TUBB
UBXN1
SCYL1
ALG13
RPL26
GH1
NCK2
PRKCSH
TBL2
EMC8
LMBRD1
MIR199A1
IKBKG
BAG1
SDHA
CYP21A2
IGFBP1
HSPA2
TANGO2
LGALS3
RHBDF1
PLA2G4A
TMCC2
HSPB8
UGT1A
LOC106627981
PIGT
RPL4
PSMD4
TM4SF20
ELN
NLRP1
H2AX
TFEB
AGT
DHX9
TLX1NB
EPHX1
AGO1
RARA
MET
PTK2
LRP1
SLX1A-SULT1A3
PIGH
PDHA1
CASR
TLR3
CYP51A1
CUL1
LGALS1
PEMT
CAMK2D
ATF1
PLEC
UBQLN4
NPHS2
SLC6A3
UBXN2B
ELOVL4
NOX1
HBB
PLA2G6
HSD17B2
CPT1C
YWHAQ
YOD1
SERPINC1
MATN3
POMGNT2
TMEM67
TUBB4A
DDX1
AVP
HMGCL
HADHB
CCDC88A
MEG8
TMEM238L
EIF2B3
PGRMC1
GPAT3
FKBP1B
PSENEN
SPCS3
COPB2
SCN1A
UGT1A3
CBY1
PHB2
UBE2K
TH
HRAS
SGPL1
ACER1
SIRT2
SELP
RPS23
ARSH
DCSTAMP
PHB1
DUOXA2
NAMPT
IGF1R
PTPA
THBS4
PCK1
PMAIP1
AVPR2
EIF2S2
TRA
GAA
ADCYAP1
PDLIM1
G6PC2
NSFL1C
CYP17A1
SYNCRIP
IGF2BP2
IAPP
CDKAL1
LPGAT1
MTHFR
NPPB
EEF1D
UBA1
EOGT
NR1H3
RPL18
IL18
CRHR2
RPS2
SLC22A5
SFPQ
ABCC6
TAB2
PLA2G4C
ZDHHC2
ABCG1
ACSL3
FASLG
DAB2IP
CYP19A1
AGPAT1
EMC9
MYH7
MIR27A
ACER3
PSMC3
RUVBL2
RPL27
TSC2
AKAP6
NR4A1
GTF2I
HSD11B2
CDK2
NFYA
TPO
NCL
MIR381
CACNA1A
CEBPA
PLCG1
UBE2N
PDYN
C3orf52
GPAA1
ARV1
CERS6
MT-RNR2
IGF2BP3
MYBPC3
PSMB5
ERBB2
PLAT
EXT1
COPG1
BCR
FKBP2
RAB3GAP1
MIF
VMA21
MIR451A
SORL1
TMEM30A
KRT8
RNF19B
QDPR
DAD1
TRAPPC9
PIGA
BGLAP
PNKD
SCYL2
CREB3L4
CYP2B6
GOLPH3
LPL
MUC1
CLPTM1L
MIR210
SELENOT
NCSTN
SPCS1
PLP2
EPAS1
ARRB1
USP13
ADAM17
DIPK1C
CRAT
ALOX5
SPPL3
TRPC1
FLOT1
UBE4B
MARCHF6
ABCA7
MAN1A2
SERINC3
COPS5
FAF1
FBXO17
NIBAN1
CALR3
FBXO27
UBXN10
CTH
TTC23L
BHLHA15
ELAVL4
FCGR2B
ALOX15
FBXO2
FGF21
AFF4
RNF175
USP25
NRBF2
NCCRP1
PDX1
KCNJ8
MIR200C
MARCKS
MAGEA3
FAM8A1
PIK3R2
ANKZF1
PPP2CB
RNF121
PARP6
PSMC6
MAN1C1
RCN3
RHBDD2
CREBZF
RASGRF1
RASGRF2
TRIM25
RNF103
TMUB2
CHAC1
PARP8
SEL1L2
UBXN6
TMUB1
ATG10
SRPX
TMTC4
RNFT2
STC2
USP14
TMEM129
UBE4A
FBXO44
